Name,Director,Production,Rated,Runtime,Year,imdbVotes,Actor1,Actor2,Actor3,Actor4,Genre1,Genre2,Genre3
Precious,Lee Daniels,Lionsgate Films,R,Less than 2 hours,2009,"91,403",Gabourey Sidibe, Mo'Nique, Paula Patton, Mariah Carey,Drama, Mystery, Thriller
Bad Lieutenant: Port of Call New Orleans,Werner Herzog,First Look Pictures,R,More than 2 hours,2009,"66,729",Nicolas Cage, Eva Mendes, Val Kilmer, Xzibit,Action, Adventure, Drama
The Messenger: The Story of Joan of Arc,Luc Besson,Columbia Pictures,R,More than 2 hours,1999,"57,500",Rab Affleck, Stéphane Algoud, Edwin Apps, David Bailie,Animation, Action, Adventure
Ninja Assassin,James McTeigue,Warner Bros. Pictures/Dark Castle Ent.,R,Less than 2 hours,2009,"59,998",Rain, Joon Lee, Jonathan Chan-Pensley, Ill-Young Kim,Drama,,
Brothers,Jim Sheridan,Lionsgate Films,R,Less than 2 hours,2009,"92,782",Tobey Maguire, Jake Gyllenhaal, Natalie Portman, Sam Shepard,Crime, Drama, Mystery
"Billy Blazes, Esq.",Hal Roach,Rolin Films,PASSED,Less than 2 hours,1919,543,Harold Lloyd, 'Snub' Pollard, Bebe Daniels,,Comedy, Crime, Thriller
Sleep Dealer,Alex Rivera,Maya Releasing,PG-13,Less than 2 hours,2008,"5,851",Luis Fernando Peña, Metztli Adamina, José Concepción Macías, Tenoch Huerta,Horror, Thriller,
Shrink,Jonas Pate,Roadside Attractions,R,Less than 2 hours,2009,"16,783",Kevin Spacey, Joe Nunez, Mark Webber, Keke Palmer,Crime, Drama,
Old Dogs,Walt Becker,Walt Disney Pictures,PG,Less than 2 hours,2009,"32,178",John Travolta, Robin Williams, Kelly Preston, Conner Rayburn,Comedy, Drama, Romance
Planet 51,"Jorge Blanco, Javier Abad, Marcos Martínez",Sony Pictures/TriStar Pictures,PG,Less than 2 hours,2009,"42,887",Dwayne Johnson, Jessica Biel, Justin Long, Gary Oldman,Comedy, Family,
Invictus,Clint Eastwood,Warner Bros. Pictures,PG-13,More than 2 hours,2009,"129,973",Morgan Freeman, Matt Damon, Tony Kgoroge, Patrick Mofokeng,Action, Adventure,
Everybody's Fine,Kirk Jones,Miramax,PG-13,Less than 2 hours,2009,"51,901",Robert De Niro, Drew Barrymore, Kate Beckinsale, Sam Rockwell,Adventure, Comedy, Family
Armored,Nimród Antal,Sony/Screen Gems,PG-13,Less than 2 hours,2009,"26,937",Matt Dillon, Jean Reno, Laurence Fishburne, Amaury Nolasco,Action, Crime, Horror
Did You Hear About the Morgans?,Marc Lawrence,Sony Pictures/Columbia,PG-13,Less than 2 hours,2009,"30,742",Hugh Grant, Sarah Jessica Parker, Natalia Klimas, Vincenzo Amato,Animation, Adventure, Crime
Make the Yuletide Gay,Rob Williams,TLA Releasing,NOT RATED,Less than 2 hours,2009,"2,657",Keith Jordan, Wyatt Fenner, Steve Callahan, Adamo Ruggiero,Comedy, Drama, Romance
Avatar,James Cameron,20th Century Fox,PG-13,More than 2 hours,2009,"935,234",Sam Worthington, Zoe Saldana, Sigourney Weaver, Stephen Lang,Action, Fantasy, Thriller
It's Complicated,Nancy Meyers,Universal Pictures,R,Less than 2 hours,2009,"72,689",Meryl Streep, Steve Martin, Alec Baldwin, John Krasinski,Crime, Drama,
Sherlock Holmes,Guy Ritchie,Warner Bros. Pictures/Village Roadshow,PG-13,More than 2 hours,2009,"501,743",Robert Downey Jr., Jude Law, Rachel McAdams, Mark Strong,Drama,,
Crazy Heart,Scott Cooper,Fox Searchlight Pictures,R,Less than 2 hours,2009,"71,580",Jeff Bridges, James Keane, Anna Felix, Paul Herman,Comedy, Romance,
Alvin and the Chipmunks: The Squeakquel,Betty Thomas,20th Century Fox,PG,Less than 2 hours,2009,"33,593",Zachary Levi, David Cross, Jason Lee, Justin Long,Drama, Horror, Sci-Fi
American Pie Presents: The Book of Love,John Putch,Universal Studios Home Video,R,Less than 2 hours,2009,"35,180",Eugene Levy, Bug Hall, Kevin M. Horton, Brandon Hardesty,Animation, Adventure, Comedy
Carriers,"David Pastor, Àlex Pastor",Paramount Vantage,PG-13,Less than 2 hours,2009,"36,725",Lou Taylor Pucci, Chris Pine, Piper Perabo, Emily VanCamp,Drama, Music, Romance
Pontypool,Bruce McDonald,IFC Entertainment,NOT RATED,Less than 2 hours,2008,"23,729",Stephen McHattie, Lisa Houle, Georgina Reilly, Hrant Alianak,Action, Adventure, Fantasy
Youth in Revolt,Miguel Arteta,The Weinstein Company,R,Less than 2 hours,2009,"66,586",Michael Cera, Portia Doubleday, Jean Smart, Zach Galifianakis,Crime, Drama, Thriller
Daybreakers,"Michael Spierig, Peter Spierig",Lionsgate,R,Less than 2 hours,2009,"109,107",Harriet Minto-Day, Jay Laga'aia, Damien Garvey, Sahaj Dumpleton,Biography, Drama, Sport
Leap Year,Anand Tucker,Universal Pictures/Spyglass,PG,Less than 2 hours,2010,"75,682",Amy Adams, Matthew Goode, Adam Scott, John Lithgow,Comedy, Romance,
Collapse,Chris Smith,Vitagraph Films,UNRATED,Less than 2 hours,2009,"6,076",Michael Ruppert,,,,Crime, Drama, Mystery
"My Son, My Son, What Have Ye Done",Werner Herzog,Unified Pictures,R,Less than 2 hours,2009,"8,003",Michael Shannon, Willem Dafoe, Chloë Sevigny, Udo Kier,Comedy, Drama, Romance
Dragon Hunters,"Guillaume Ivernel, Arthur Qwak",Peace Arch Entertainment,PG,Less than 2 hours,2008,"10,937",Vincent Lindon, Patrick Timsit, Philippe Nahon, Amanda Lear,Comedy, Drama, Romance
Ninja,Isaac Florentine,Fighter Productions,R,Less than 2 hours,2009,"10,095",Scott Adkins, Tsuyoshi Ihara, Mika Hijii, Todd Jensen,Comedy, Drama, Romance
Rudolph the Red-Nosed Reindeer,Larry Roemer,Artisan Entertainment,TV-G,Less than 2 hours,1964,"18,847",Burl Ives, Larry D. Mann, Billie Mae Richards, Paul Soles,Crime, Thriller,
Rudolph the Red-Nosed Reindeer,Larry Roemer,Artisan Entertainment,TV-G,Less than 2 hours,1964,"18,847",Burl Ives, Larry D. Mann, Billie Mae Richards, Paul Soles,Documentary,,
Rudolph the Red-Nosed Reindeer,Larry Roemer,Artisan Entertainment,TV-G,Less than 2 hours,1964,"18,847",Burl Ives, Larry D. Mann, Billie Mae Richards, Paul Soles,Crime, Thriller,
Rudolph the Red-Nosed Reindeer,Larry Roemer,Artisan Entertainment,TV-G,Less than 2 hours,1964,"18,847",Burl Ives, Larry D. Mann, Billie Mae Richards, Paul Soles,Documentary,,
Rudolph the Red-Nosed Reindeer,Larry Roemer,Artisan Entertainment,TV-G,Less than 2 hours,1964,"18,847",Burl Ives, Larry D. Mann, Billie Mae Richards, Paul Soles,Crime, Thriller,
Rudolph the Red-Nosed Reindeer,Larry Roemer,Artisan Entertainment,TV-G,Less than 2 hours,1964,"18,847",Burl Ives, Larry D. Mann, Billie Mae Richards, Paul Soles,Documentary,,
Rudolph the Red-Nosed Reindeer,Larry Roemer,Artisan Entertainment,TV-G,Less than 2 hours,1964,"18,847",Burl Ives, Larry D. Mann, Billie Mae Richards, Paul Soles,Crime, Thriller,
Rudolph the Red-Nosed Reindeer,Larry Roemer,Artisan Entertainment,TV-G,Less than 2 hours,1964,"18,847",Burl Ives, Larry D. Mann, Billie Mae Richards, Paul Soles,Documentary,,
Nowhere Boy,Sam Taylor-Johnson,Weinstein Company,R,Less than 2 hours,2009,"30,105",Aaron Taylor-Johnson, Kristin Scott Thomas, David Threlfall, Josh Bolt,Horror, Thriller,
3 Idiots,Rajkumar Hirani,Big Pictures,PG-13,More than 2 hours,2009,"235,464",Aamir Khan, Madhavan, Sharman Joshi, Kareena Kapoor,Horror,,
Legion,Scott Stewart,Screen Gems,R,Less than 2 hours,2010,"84,142",Paul Bettany, Lucas Black, Tyrese Gibson, Adrianne Palicki,Crime, Drama, Mystery
When in Rome,Mark Steven Johnson,Walt Disney Pictures,PG-13,Less than 2 hours,2010,"52,998",Kristen Bell, Josh Duhamel, Anjelica Huston, Danny DeVito,Comedy, Crime, Family
Edge of Darkness,Martin Campbell,Warner Bros. Pictures,R,Less than 2 hours,2010,"78,386",Mel Gibson, Ray Winstone, Danny Huston, Bojana Novakovic,Comedy, Drama, Horror
Triangle,Christopher Smith,Icon Entertainment International,R,Less than 2 hours,2009,"72,175",Melissa George, Joshua McIvor, Jack Taylor, Michael Dorman,Thriller,,
I Love You Phillip Morris,"Glenn Ficarra, John Requa",Roadside Attractions,R,Less than 2 hours,2009,"80,636",Jim Carrey, Ewan McGregor, Leslie Mann, Rodrigo Santoro,Adventure, Biography, Drama
Temple Grandin,Mick Jackson,Aviator Films,TV-PG,Less than 2 hours,2010,"20,693",Claire Danes, Julia Ormond, David Strathairn, Catherine O'Hara,Comedy, Drama, Fantasy
Fish Tank,Andrea Arnold,IFC,NOT RATED,More than 2 hours,2009,"50,080",Katie Jarvis, Michael Fassbender, Kierston Wareing, Rebecca Griffiths,Documentary, Drama,
Valentine's Day,Garry Marshall,New Line Cinema/Warner Bros. Pictures,PG-13,More than 2 hours,2010,"99,242",Jessica Alba, Kathy Bates, Jessica Biel, Bradley Cooper,Fantasy, Horror,
Shutter Island,Martin Scorsese,Paramount Studios,R,More than 2 hours,2010,"855,681",Leonardo DiCaprio, Mark Ruffalo, Ben Kingsley, Max von Sydow,Action, Adventure, Thriller
$9.99 ,Tatia Rosenthal,Regent Releasing,R,Less than 2 hours,2008,"2,785",Geoffrey Rush, Anthony LaPaglia, Samuel Johnson, Barry Otto,Comedy, Romance,
Percy Jackson & the Olympians: The Lightning Thief,Chris Columbus,20th Century Fox,PG,Less than 2 hours,2010,"148,775",Logan Lerman, Brandon T. Jackson, Alexandra Daddario, Jake Abel,Comedy, Family, Fantasy
Cop Out,Kevin Smith,Warner Bros. Pictures,R,Less than 2 hours,2010,"77,220",Bruce Willis, Tracy Morgan, Juan Carlos Hernández, Cory Fernandez,Action, Adventure, Sci-Fi
Agora,Alejandro Amenábar,Newmarket Films,R,More than 2 hours,2009,"55,601",Rachel Weisz, Max Minghella, Oscar Isaac, Ashraf Barhom,Crime, Mystery, Thriller
Tom Thumb,George Pal,MGM Home Entertainment,APPROVED,Less than 2 hours,1958,"1,762",Russ Tamblyn, Alan Young, June Thorburn, Terry-Thomas,Adventure, Family, Fantasy
District 13: Ultimatum,Patrick Alessandrin,Magnet/Magnolia Pictures,R,Less than 2 hours,2009,"38,337",Cyril Raffaelli, David Belle, Philippe Torreton, Daniel Duval,Drama, Fantasy, Musical
Dear John,Lasse Hallström,Screen Gems/SONY PICTURES,PG-13,Less than 2 hours,2010,"112,420",Channing Tatum, Amanda Seyfried, Richard Jenkins, Henry Thomas,Comedy, Drama, Romance
Tooth Fairy,Michael Lembeck,20th Century Fox,PG,Less than 2 hours,2010,"32,382",Dwayne Johnson, Ashley Judd, Stephen Merchant, Ryan Sheckler,Comedy,,
My Name Is Khan,Karan Johar,Fox Searchlight,PG-13,More than 2 hours,2010,"77,954",Shah Rukh Khan, Kajol, Katie A. Keane, Kenton Duty,Adventure, Family, Fantasy
Green Zone,Paul Greengrass,Universal Pictures,R,Less than 2 hours,2010,"114,596",Igal Naor, Said Faraj, Faycal Attougui, Aymen Hamdouchi,Comedy, Drama, Romance
From Paris with Love,Pierre Morel,Lionsgate Films,R,Less than 2 hours,2010,"100,821",John Travolta, Jonathan Rhys Meyers, Kasia Smutniak, Richard Durden,Comedy, Drama, Romance
Dorian Gray,Oliver Parker,Alliance Films,R,Less than 2 hours,2009,"53,514",Ben Barnes, John Hollingworth, Cato Sandford, Pip Torrens,Comedy,,
Greenberg,Noah Baumbach,Focus Features,R,Less than 2 hours,2010,"30,584",Greta Gerwig, Koby Rouviere, Sydney Rouviere, Chris Messina,Comedy, Crime, Romance
Brooklyn's Finest,Antoine Fuqua,Overture Films,R,More than 2 hours,2009,"54,598",Richard Gere, Don Cheadle, Ethan Hawke, Wesley Snipes,Crime, Drama, Mystery
She's Out of My League,Jim Field Smith,Paramount,R,Less than 2 hours,2010,"105,318",Jay Baruchel, Alice Eve, T.J. Miller, Mike Vogel,Comedy, Drama,
Harry Brown,Daniel Barber,Samuel Goldwyn Films,R,Less than 2 hours,2009,"76,406",Michael Caine, Emily Mortimer, Charlie Creed-Miles, David Bradley,Comedy,,
Remember Me,Allen Coulter,Summit Entertainment,PG-13,Less than 2 hours,2010,"118,995",Caitlyn Rund, Moisés Acevedo, Noel Rodriguez, Kevin P. McCarthy,Biography, Drama, History
Teenage Caveman,Larry Clark,Sony Pictures Home Entertainment,R,Less than 2 hours,2002,"2,674",Andrew Keegan, Tara Subkoff, Richard Hillman, Tiffany Limos,Action, Comedy, Crime
Our Family Wedding,Rick Famuyiwa,Fox Searchlight,PG-13,Less than 2 hours,2010,"5,923",Forest Whitaker, America Ferrera, Carlos Mencia, Regina King,Comedy, Crime, Sport
Leaves of Grass,Tim Blake Nelson,First Look Studios,R,Less than 2 hours,2009,"24,616",Edward Norton, Lucy DeVito, Kent Jude Bernard, Amelia Campbell,Comedy, Romance,
Women in Trouble,Sebastian Gutierrez,Screen Media Films,R,Less than 2 hours,2009,"5,272",Carla Gugino, Adrianne Palicki, Dan Mailley, Connie Britton,Comedy, Drama,
Combat Shock,Buddy Giovinazzo,Troma Films,R,Less than 2 hours,1984,"2,021",Rick Giovinazzo, Veronica Stork, Mitch Maglio, Asaph Livni,Comedy, Family,
North Face,Philipp Stölzl,Music Box Films,UNRATED,More than 2 hours,2008,"12,117",Benno Fürmann, Johanna Wokalek, Florian Lukas, Simon Schwarz,Horror, Sci-Fi, Thriller
Repo Men,Miguel Sapochnik,Universal Studios,R,Less than 2 hours,2010,"90,259",Jude Law, Forest Whitaker, Alice Braga, Liev Schreiber,Action, Crime, Thriller
Case 39,Christian Alvart,Paramount Studios,R,Less than 2 hours,2009,"63,860",Renée Zellweger, Jodelle Ferland, Ian McShane, Bradley Cooper,Action, Crime, Thriller
Oceans,"Jacques Perrin, Jacques Cluzaud",Disneynature,G,Less than 2 hours,2009,"7,949",Pierce Brosnan, Pedro Armendáriz Jr., Jacques Perrin, Rie Miyazawa,Action, Comedy, Horror
Hot Tub Time Machine,Steve Pink,MGM,R,Less than 2 hours,2010,"143,379",John Cusack, Clark Duke, Craig Robinson, Rob Corddry,Action, Comedy, Crime
How to Train Your Dragon,"Dean DeBlois, Chris Sanders",Paramount/DWA,PG,Less than 2 hours,2010,"521,871",Jay Baruchel, Gerard Butler, Craig Ferguson, America Ferrera,Documentary, Comedy, Drama
Micmacs,Jean-Pierre Jeunet,Sony Pictures Classics,R,Less than 2 hours,2009,"25,604",Dany Boon, André Dussollier, Yolande Moreau, Dominique Pinon,Drama,,
Defendor,Peter Stebbings,Alliance,R,Less than 2 hours,2009,"32,546",Woody Harrelson, Elias Koteas, Michael Kelly, Sandra Oh,Drama, Romance,
Kick-Ass,Matthew Vaughn,Lionsgate,R,Less than 2 hours,2010,"455,564",Aaron Taylor-Johnson, Garrett M. Brown, Evan Peters, Deborah Twiss,Drama, Romance,
Five Minutes of Heaven,Oliver Hirschbiegel,IFC Films,R,Less than 2 hours,2009,"11,013",Mark Ryder, Diarmuid Noyes, Niamh Cusack, Mathew McElhinney,Drama, Romance,
Date Night,Shawn Levy,20th Century Fox,PG-13,Less than 2 hours,2010,"132,893",Steve Carell, Tina Fey, Mark Wahlberg, Taraji P. Henson,Crime, Drama, Mystery
Valhalla Rising,Nicolas Winding Refn,IFC Films,NOT RATED,Less than 2 hours,2009,"45,852",Mads Mikkelsen, Alexander Morton, Stewart Porter, Maarten Stevenson,Comedy, Drama, Romance
Diary of a Wimpy Kid,Thor Freudenthal,20th Century Fox,PG,Less than 2 hours,2010,"34,039",Zachary Gordon, Robert Capron, Rachael Harris, Steve Zahn,Drama, Romance,
Dogtooth,Yorgos Lanthimos,Kino International,UNRATED,Less than 2 hours,2009,"50,375",Christos Stergioglou, Michele Valley, Angeliki Papoulia, Hristos Passalis,Crime, Drama, Mystery
Cyrus,"Jay Duplass, Mark Duplass",Fox Searchlight,R,Less than 2 hours,2010,"30,909",John C. Reilly, Jonah Hill, Marisa Tomei, Catherine Keener,Animation, Action, Adventure
Exit Through the Gift Shop,Banksy,Abarorama,R,Less than 2 hours,2010,"54,164",Banksy, Mr. Brainwash, Debora Guetta, Space Invader,Action, Horror, Sci-Fi
Iron Man 2,Jon Favreau,Paramount Studios,PG-13,More than 2 hours,2010,"555,962",Robert Downey Jr., Gwyneth Paltrow, Don Cheadle, Scarlett Johansson,Comedy, Romance,
Four Lions,Christopher Morris,Drafthouse Films,R,Less than 2 hours,2010,"59,784",Riz Ahmed, Arsher Ali, Nigel Lindsay, Kayvan Novak,Adventure, Biography, Drama
Bobby Deerfield,Sydney Pollack,Columbia Pictures,PG,More than 2 hours,1977,"3,032",Al Pacino, Marthe Keller, Anny Duperey, Walter McGinn,Drama, Romance, Thriller
Diary of a Nymphomaniac,Christian Molina,IFC Films,UNRATED,Less than 2 hours,2008,"8,442",Belén Fabra, Leonardo Sbaraglia, Llum Barrera, Geraldine Chaplin,Comedy, Drama, Romance
Cemetery Junction,"Ricky Gervais, Stephen Merchant",Sony Pictures,R,Less than 2 hours,2010,"18,124",Tom Hughes, Ricky Gervais, Christian Cooke, Ralph Fiennes,Crime, Drama, Thriller
Blue Valentine,Derek Cianfrance,Weinstein Company,R,Less than 2 hours,2010,"151,347",Ryan Gosling, Michelle Williams, Faith Wladyka, John Doman,Comedy, Drama, Romance
Killers,Robert Luketic,Lionsgate Films,PG-13,Less than 2 hours,2010,"75,768",Ashton Kutcher, Katherine Heigl, Tom Selleck, Catherine O'Hara,Horror, Thriller,
Buried,Rodrigo Cortés,Lionsgate,R,Less than 2 hours,2010,"124,677",Ryan Reynolds, José Luis García Pérez, Robert Paterson, Stephen Tobolowsky,Crime, Drama, Mystery
Prince of Persia: The Sands of Time,Mike Newell,Walt Disney Pictures,PG-13,Less than 2 hours,2010,"232,673",Jake Gyllenhaal, Gemma Arterton, Ben Kingsley, Alfred Molina,Comedy, Crime, Drama
Artists and Models,Frank Tashlin,Paramount Pictures,APPROVED,Less than 2 hours,1955,"2,620",Dean Martin, Jerry Lewis, Shirley MacLaine, Dorothy Malone,Drama,,
Please Give,Nicole Holofcener,Sony Pictures Classics,R,Less than 2 hours,2010,"10,034",Rebecca Hall, Elizabeth Keener, Elise Ivy, Catherine Keener,Animation, Biography, Drama
Sex and the City 2,Michael Patrick King,Warner Bros. Pictures,R,More than 2 hours,2010,"62,147",Sarah Jessica Parker, Kristin Davis, Cynthia Nixon, Kim Cattrall,Comedy, Drama, Romance
Get Him to the Greek,Nicholas Stoller,Universal Pictures,R,Less than 2 hours,2010,"151,696",Russell Brand, Rose Byrne, Tyler McKinney, Zoe Salmon,Drama, Romance,
Unthinkable,Gregor Jordan,Senator Entertainment,R,Less than 2 hours,2010,"74,815",Samuel L. Jackson, Carrie-Anne Moss, Michael Sheen, Stephen Root,Horror, Mystery,
Splice,Vincenzo Natali,Warner Brothers,R,Less than 2 hours,2009,"81,877",Adrien Brody, Sarah Polley, Delphine Chanéac, Brandon McGibbon,Crime, Drama,
Letters to Juliet,Gary Winick,Summit Entertainment,PG,Less than 2 hours,2010,"78,160",Amanda Seyfried, Marcia DeBonis, Gael García Bernal, Giordano Formenti,Documentary, Family, Mystery
Exam,Stuart Hazeldine,Bedlam Productions,NOT RATED,Less than 2 hours,2009,"78,595",Adar Beck, Gemma Chan, Nathalie Cox, John Lloyd Fillingham,Action, Crime, Drama
Jonah Hex,Jimmy Hayward,Warner Bros. Pictures,PG-13,Less than 2 hours,2010,"47,701",Josh Brolin, John Malkovich, Megan Fox, Michael Fassbender,Comedy, Drama, Family
Toy Story 3,Lee Unkrich,Walt Disney Pictures,G,Less than 2 hours,2010,"585,991",Tom Hanks, Tim Allen, Joan Cusack, Ned Beatty,Comedy, Drama, Romance
Joan Rivers: A Piece of Work,"Ricki Stern, Anne Sundberg",IFC Films,R,Less than 2 hours,2010,"3,288",Joan Rivers, Jocelyn Pickett, Bill Sammeth, Larry A. Thompson,Biography, Crime, Drama
Winter's Bone,Debra Granik,Roadside Attractions,R,Less than 2 hours,2010,"116,220",Jennifer Lawrence, Isaiah Stone, Ashlee Thompson, Valerie Richards,Animation, Adventure, Comedy
Shrek Forever After,Mike Mitchell,Paramount,PG,Less than 2 hours,2010,"146,478",Mike Myers, Eddie Murphy, Cameron Diaz, Antonio Banderas,Crime, Drama, Thriller
Everyone Else,Maren Ade,Cinema Guild,UNRATED,Less than 2 hours,2009,"2,813",Lars Eidinger, Birgit Minichmayr, Hans-Jochen Wagner, Nicole Marischka,Crime, Drama, Thriller
TiMER,Jac Schaeffer,Present Pictures,R,Less than 2 hours,2009,"10,917",Emma Caulfield, Scott Holroyd, Kali Rocha, Katherine Von Till,Comedy,,
Enter the Void,Gaspar Noé,IFC Films,NOT RATED,More than 2 hours,2009,"50,139",Paz de la Huerta, Nathaniel Brown, Cyril Roy, Olly Alexander,Documentary, Romance,
State of Siege,Costa-Gavras,Dieter Geissler Filmproduktion,NOT RATED,Less than 2 hours,1972,"3,008",Yves Montand, Renato Salvatori, O.E. Hasse, Jacques Weber,Drama, Music,
Predators,Nimród Antal,20th Century Fox,R,Less than 2 hours,2010,"178,473",Adrien Brody, Topher Grace, Alice Braga, Walton Goggins,Drama, Thriller, War
Despicable Me,"Pierre Coffin, Chris Renaud",Universal Pictures,PG,Less than 2 hours,2010,"410,341",Steve Carell, Jason Segel, Russell Brand, Julie Andrews,Animation, Action, Adventure
Inception,Christopher Nolan,Warner Bros. Pictures,PG-13,More than 2 hours,2010,"1,581,636",Leonardo DiCaprio, Joseph Gordon-Levitt, Ellen Page, Tom Hardy,Comedy, Family, Fantasy
Grown Ups,Dennis Dugan,Sony Pictures,PG-13,Less than 2 hours,2010,"189,702",Adam Sandler, Kevin James, Chris Rock, David Spade,Comedy, Mystery, Sci-Fi
Knight and Day,James Mangold,20th Century Fox,PG-13,Less than 2 hours,2010,"154,905",Tom Cruise, Cameron Diaz, Peter Sarsgaard, Jordi Mollà,Documentary,,
Nightwatching,Peter Greenaway,Kasander Film Company,R,More than 2 hours,2007,"2,414",Martin Freeman, Emily Holmes, Eva Birthistle, Jodhi May,Comedy, Drama, Horror
Batman: Under the Red Hood,Brandon Vietti,WARNER BROTHERS PICTURES,PG-13,Less than 2 hours,2010,"41,397",Bruce Greenwood, Jensen Ackles, John DiMaggio, Neil Patrick Harris,Comedy,,
Salt,Phillip Noyce,Sony Pictures,PG-13,Less than 2 hours,2010,"255,038",Angelina Jolie, Liev Schreiber, Chiwetel Ejiofor, Daniel Olbrychski,Drama, Romance,
Mr. Nobody,Jaco Van Dormael,Magnolia Pictures,R,More than 2 hours,2009,"165,941",Jared Leto, Sarah Polley, Diane Kruger, Linh Dan Pham,Animation, Comedy, Family
Dinner for Schmucks,Jay Roach,Paramount Studios,PG-13,Less than 2 hours,2010,"83,296",Steve Carell, Paul Rudd, Zach Galifianakis, Jemaine Clement,Action, Crime, Drama
Charlie St. Cloud,Burr Steers,Universal Pictures,PG-13,Less than 2 hours,2010,"49,833",Zac Efron, Charlie Tahan, Amanda Crew, Augustus Prew,Crime, Mystery, Thriller
Rebound: The Legend of Earl 'The Goat' Manigault,Eriq La Salle,HBO Video,R,Less than 2 hours,1996,"2,491",Don Cheadle, James Earl Jones, Michael Beach, Ronny Cox,Drama, Horror, Sci-Fi
Scott Pilgrim vs. the World,Edgar Wright,Universal Pictures,PG-13,Less than 2 hours,2010,"291,008",Michael Cera, Alison Pill, Mark Webber, Johnny Simmons,Animation, Comedy, Family
Animal Kingdom,David Michôd,Sony Pictures Classics,R,Less than 2 hours,2010,"47,492",James Frecheville, Bryce Lindemann, Paul Smits, Jacki Weaver,Animation, Comedy, Romance
Centurion,Neil Marshall,Magnolia Pictures,R,Less than 2 hours,2010,"67,695",Michael Fassbender, Andreas Wisniewski, Dave Legeno, Axelle Carolyn,Comedy, Drama,
Babies,Thomas Balmès,Focus Features,PG,Less than 2 hours,2010,"6,161",Bayar, Hattie, Mari, Ponijao,Horror, Thriller,
Tekken,Dwight H. Little,Crystal Sky Pictures,R,Less than 2 hours,2010,"23,227",Jon Foo, Kelly Overton, Cary-Hiroyuki Tagawa, Ian Anthony Dale,Drama, Horror, Musical
Dragon Ball Z: Dead Zone,Daisuke Nishio,Bird Studios,UNRATED,Less than 2 hours,1989,"4,410",Masako Nozawa, Toshio Furukawa, Hiromi Tsuru, Mayumi Tanaka,Action, Adventure, Family
Machete,"Ethan Maniquis, Robert Rodriguez",20th Century Fox,R,Less than 2 hours,2010,"170,868",Danny Trejo, Robert De Niro, Jessica Alba, Steven Seagal,Drama, History,
Going the Distance,Nanette Burstein,New Line Cinema,R,Less than 2 hours,2010,"51,755",Drew Barrymore, Justin Long, Charlie Day, Jason Sudeikis,Biography, Comedy, Drama
Vampires Suck,"Jason Friedberg, Aaron Seltzer",20th Century Fox,PG-13,Less than 2 hours,2010,"40,410",Jenn Proske, Matt Lanter, Diedrich Bader, Chris Riggi,Comedy, Music,
Resident Evil: Afterlife,Paul W.S. Anderson,Sony Pictures/Screen Gems,R,Less than 2 hours,2010,"140,832",Milla Jovovich, Ali Larter, Kim Coates, Shawn Roberts,Comedy, Drama, Romance
Easy A,Will Gluck,Sony Pictures/Screen Gems,PG-13,Less than 2 hours,2010,"294,977",Emma Stone, Penn Badgley, Amanda Bynes, Dan Byrd,Action, Drama, Sci-Fi
Eat Pray Love,Ryan Murphy,Sony Pictures,PG-13,More than 2 hours,2010,"67,688",Julia Roberts, I. Gusti Ayu Puspawati, Hadi Subiyanto, Billy Crudup,Comedy, Romance,
Howl,"Rob Epstein, Jeffrey Friedman",Oscilloscope Pictures,R,Less than 2 hours,2010,"11,223",James Franco, Todd Rotondi, Jon Prescott, Aaron Tveit,Action, Drama, Fantasy
I'm Still Here,Casey Affleck,Magnolia Pictures,R,Less than 2 hours,2010,"16,363",Joaquin Phoenix, Antony Langdon, Carey Perloff, Larry McHale,Horror, Mystery, Thriller
"Patrik, Age 1.5",Ella Lemhagen,Regent Releasing,UNRATED,Less than 2 hours,2008,"7,830",Gustaf Skarsgård, Torkel Petersson, Tom Ljungman, Amanda Davin,Action, Adventure, Fantasy
Flipped,Rob Reiner,Warner Bros. Pictures,PG,Less than 2 hours,2010,"65,134",Madeline Carroll, Callan McAuliffe, Rebecca De Mornay, Anthony Edwards,Action, Horror, Sci-Fi
Wall Street: Money Never Sleeps,Oliver Stone,20th Century Fox,PG-13,More than 2 hours,2010,"87,181",Richard Stratton, Harry Kerrigan, Michael Douglas, Carey Mulligan,Crime, Mystery, Thriller
Legend of the Guardians: The Owls of Ga'Hoole,Zack Snyder,Warner Bros. Pictures,PG,Less than 2 hours,2010,"68,423",Emily Barclay, Abbie Cornish, Essie Davis, Adrienne DeFaria,Drama, Romance,
It's Kind of a Funny Story,"Anna Boden, Ryan Fleck",Focus Features,PG-13,Less than 2 hours,2010,"113,274",Keir Gilchrist, Dana DeVestern, Lauren Graham, Jim Gaffigan,Drama, Music, Romance
Middle Men,George Gallo,Paramount Pictures,R,Less than 2 hours,2009,"33,609",Luke Wilson, Giovanni Ribisi, Gabriel Macht, James Caan,Crime, Mystery, Thriller
Let Me In,Matt Reeves,Overture Films,R,Less than 2 hours,2010,"97,086",Kodi Smit-McPhee, Chloë Grace Moretz, Richard Jenkins, Cara Buono,Comedy,,
Secretariat,Randall Wallace,Walt Disney Pictures,PG,More than 2 hours,2010,"21,815",Diane Lane, John Malkovich, Dylan Walsh, Margo Martindale,Action, Adventure, Fantasy
